scheme_code,date,nav
125497,2020-06-04,108.3381
125497,2020-06-05,107.6555
125497,2020-06-08,108.147
125497,2020-06-09,108.2887
125497,2020-06-10,109.9755
125497,2020-06-11,112.2471
125497,2020-06-12,111.9991
125497,2020-06-15,110.9841
125497,2020-06-16,113.4031
125497,2020-06-17,113.9172
125497,2020-06-18,115.7023
125497,2020-06-19,117.2462
125497,2020-06-22,116.0325
125497,2020-06-23,117.498
125497,2020-06-24,115.9567
125497,2020-06-25,116.9764
125497,2020-06-26,117.1179
125497,2020-06-29,116.2361
125497,2020-06-30,116.0793
125497,2020-07-01,115.0965
125497,2020-07-02,114.143
125497,2020-07-03,114.4849
125497,2020-07-06,116.3426
125497,2020-07-07,115.8686
125497,2020-07-08,114.263
125497,2020-07-09,115.7772
125497,2020-07-10,117.0075
125497,2020-07-13,117.4601
125497,2020-07-14,118.8902
125497,2020-07-15,120.8053
125497,2020-07-16,121.8905
125497,2020-07-17,122.6546
125497,2020-07-20,121.3474
125497,2020-07-21,117.5356
125497,2020-07-22,117.7442
125497,2020-07-23,114.8844
125497,2020-07-24,112.5765
125497,2020-07-27,110.9048
125497,2020-07-28,109.4421
125497,2020-07-29,111.1368
125497,2020-07-30,111.3458
125497,2020-07-31,113.2506
125497,2020-08-03,114.307
125497,2020-08-04,114.7779
125497,2020-08-05,114.5885
125497,2020-08-06,114.6399
125497,2020-08-07,114.3703
125497,2020-08-10,115.6254
125497,2020-08-11,116.7842
125497,2020-08-12,117.4249
125497,2020-08-13,117.7895
125497,2020-08-14,116.9972
125497,2020-08-17,115.6707
125497,2020-08-18,114.9637
125497,2020-08-19,114.8168
125497,2020-08-20,114.807
125497,2020-08-21,113.7417
125497,2020-08-24,113.7772
125497,2020-08-25,113.6133
125497,2020-08-26,115.416
125497,2020-08-27,114.9831
125497,2020-08-28,114.0583
125497,2020-08-31,115.6086
125497,2020-09-01,114.5232
125497,2020-09-02,114.2641
125497,2020-09-03,115.2612
125497,2020-09-04,115.9002
125497,2020-09-07,116.9442
125497,2020-09-08,117.8103
125497,2020-09-09,116.3113
125497,2020-09-10,118.1902
125497,2020-09-11,115.6475
125497,2020-09-14,116.4187
125497,2020-09-15,115.9301
125497,2020-09-16,117.1064
125497,2020-09-17,117.0737
125497,2020-09-18,115.6965
125497,2020-09-21,114.8045
125497,2020-09-22,114.1668
125497,2020-09-23,110.6426
125497,2020-09-24,110.2203
125497,2020-09-25,110.2763
125497,2020-09-28,110.9499
125497,2020-09-29,110.9949
125497,2020-09-30,109.699
125497,2020-10-01,109.6774
125497,2020-10-02,109.8812
125497,2020-10-05,109.7332
125497,2020-10-06,109.7925
125497,2020-10-07,111.3527
125497,2020-10-08,110.1056
125497,2020-10-09,110.1656
125497,2020-10-12,110.5015
125497,2020-10-13,111.2111
125497,2020-10-14,110.7001
125497,2020-10-15,110.489
125497,2020-10-16,108.7343
125497,2020-10-19,106.711
125497,2020-10-20,106.134
125497,2020-10-21,107.0048
125497,2020-10-22,106.5722
125497,2020-10-23,108.1608
125497,2020-10-26,108.1091
125497,2020-10-27,107.8505
125497,2020-10-28,106.8706
125497,2020-10-29,105.5501
125497,2020-10-30,107.0246
125497,2020-11-02,106.4183
125497,2020-11-03,104.3636
125497,2020-11-04,103.7851
125497,2020-11-05,102.0489
125497,2020-11-06,100.7786
125497,2020-11-09,100.8566
125497,2020-11-10,99.4493
125497,2020-11-11,98.0805
125497,2020-11-12,99.8077
125497,2020-11-13,100.2177
125497,2020-11-16,98.3879
125497,2020-11-17,98.5548
125497,2020-11-18,99.2393
125497,2020-11-19,99.8111
125497,2020-11-20,100.2682
125497,2020-11-23,101.2575
125497,2020-11-24,102.8029
125497,2020-11-25,101.7811
125497,2020-11-26,102.6767
125497,2020-11-27,102.3502
125497,2020-11-30,102.1772
125497,2020-12-01,102.5376
125497,2020-12-02,102.9242
125497,2020-12-03,102.1984
125497,2020-12-04,102.5184
125497,2020-12-07,101.9356
125497,2020-12-08,102.3543
125497,2020-12-09,100.9555
125497,2020-12-10,99.6798
125497,2020-12-11,97.2139
125497,2020-12-14,96.5968
125497,2020-12-15,95.7798
125497,2020-12-16,93.8373
125497,2020-12-17,94.6142
125497,2020-12-18,94.7754
125497,2020-12-21,94.9335
125497,2020-12-22,95.7632
125497,2020-12-23,95.742
125497,2020-12-24,97.0558
125497,2020-12-25,97.7533
125497,2020-12-28,97.373
125497,2020-12-29,96.5426
125497,2020-12-30,95.996
125497,2020-12-31,98.3269
125497,2021-01-01,98.836
125497,2021-01-04,99.249
125497,2021-01-05,99.0146
125497,2021-01-06,98.3071
125497,2021-01-07,98.9939
125497,2021-01-08,99.0635
125497,2021-01-11,100.7605
125497,2021-01-12,100.9417
125497,2021-01-13,100.8856
125497,2021-01-14,100.0985
125497,2021-01-15,98.0589
125497,2021-01-18,97.8393
125497,2021-01-19,97.9123
125497,2021-01-20,96.9132
125497,2021-01-21,96.5929
125497,2021-01-22,95.3594
125497,2021-01-25,95.7068
125497,2021-01-26,96.1495
125497,2021-01-27,96.274
125497,2021-01-28,95.893
125497,2021-01-29,96.6891
125497,2021-02-01,96.4265
125497,2021-02-02,96.0601
125497,2021-02-03,96.6595
125497,2021-02-04,96.7211
125497,2021-02-05,96.0887
125497,2021-02-08,95.6734
125497,2021-02-09,95.7995
125497,2021-02-10,95.0361
125497,2021-02-11,94.7391
125497,2021-02-12,94.2682
125497,2021-02-15,93.0025
125497,2021-02-16,91.9462
125497,2021-02-17,92.88
125497,2021-02-18,91.6889
125497,2021-02-19,91.9741
125497,2021-02-22,91.6112
125497,2021-02-23,90.9038
125497,2021-02-24,91.1289
125497,2021-02-25,90.9784
125497,2021-02-26,88.3002
125497,2021-03-01,89.4081
125497,2021-03-02,89.5243
125497,2021-03-03,90.2069
125497,2021-03-04,89.3058
125497,2021-03-05,88.4995
125497,2021-03-08,89.9133
125497,2021-03-09,90.8888
125497,2021-03-10,92.2985
125497,2021-03-11,93.2466
125497,2021-03-12,92.7979
125497,2021-03-15,94.0323
125497,2021-03-16,94.3572
125497,2021-03-17,95.2839
125497,2021-03-18,97.084
125497,2021-03-19,95.5644
125497,2021-03-22,96.6752
125497,2021-03-23,97.9606
125497,2021-03-24,97.5002
125497,2021-03-25,97.2341
125497,2021-03-26,97.9288
125497,2021-03-29,96.6652
125497,2021-03-30,95.7633
125497,2021-03-31,96.6244
125497,2021-04-01,96.3188
125497,2021-04-02,97.5358
125497,2021-04-05,95.9169
125497,2021-04-06,95.5916
125497,2021-04-07,94.5876
125497,2021-04-08,92.3423
125497,2021-04-09,93.0254
125497,2021-04-12,92.4395
125497,2021-04-13,91.8674
125497,2021-04-14,92.4644
125497,2021-04-15,91.5171
125497,2021-04-16,90.7807
125497,2021-04-19,91.8842
125497,2021-04-20,90.737
125497,2021-04-21,91.0349
125497,2021-04-22,90.2674
125497,2021-04-23,89.506
125497,2021-04-26,88.8682
125497,2021-04-27,89.2628
125497,2021-04-28,90.6569
125497,2021-04-29,90.2118
125497,2021-04-30,91.5487
125497,2021-05-03,90.4744
125497,2021-05-04,90.6923
125497,2021-05-05,89.4891
125497,2021-05-06,89.9082
125497,2021-05-07,90.8487
125497,2021-05-10,92.0949
125497,2021-05-11,90.9575
125497,2021-05-12,90.9363
125497,2021-05-13,90.5775
125497,2021-05-14,90.4563
125497,2021-05-17,90.5637
125497,2021-05-18,88.742
125497,2021-05-19,88.6274
125497,2021-05-20,88.4077
125497,2021-05-21,89.1466
125497,2021-05-24,89.0838
125497,2021-05-25,89.8935
125497,2021-05-26,90.8711
125497,2021-05-27,92.4916
125497,2021-05-28,92.5388
125497,2021-05-31,93.2992
125497,2021-06-01,95.0229
125497,2021-06-02,93.249
125497,2021-06-03,93.0639
125497,2021-06-04,94.2952
125497,2021-06-07,94.466
125497,2021-06-08,95.2802
125497,2021-06-09,95.0667
125497,2021-06-10,95.0654
125497,2021-06-11,94.8646
125497,2021-06-14,95.6957
125497,2021-06-15,95.0154
125497,2021-06-16,95.317
125497,2021-06-17,94.3456
125497,2021-06-18,93.7508
125497,2021-06-21,93.2863
125497,2021-06-22,93.3849
125497,2021-06-23,92.7949
125497,2021-06-24,93.515
125497,2021-06-25,93.1553
125497,2021-06-28,93.2868
125497,2021-06-29,92.596
125497,2021-06-30,92.2258
125497,2021-07-01,92.8786
125497,2021-07-02,94.2605
125497,2021-07-05,93.1037
125497,2021-07-06,95.1434
125497,2021-07-07,93.7229
125497,2021-07-08,95.6423
125497,2021-07-09,93.5511
125497,2021-07-12,93.5616
125497,2021-07-13,95.2818
125497,2021-07-14,94.7936
125497,2021-07-15,94.6493
125497,2021-07-16,94.8058
125497,2021-07-19,95.727
125497,2021-07-20,95.0821
125497,2021-07-21,94.2072
125497,2021-07-22,94.802
125497,2021-07-23,94.226
125497,2021-07-26,94.4342
125497,2021-07-27,93.6211
125497,2021-07-28,94.7872
125497,2021-07-29,96.2569
125497,2021-07-30,97.296
125497,2021-08-02,96.9061
125497,2021-08-03,97.1623
125497,2021-08-04,97.3749
125497,2021-08-05,99.5575
125497,2021-08-06,100.6167
125497,2021-08-09,101.1777
125497,2021-08-10,99.3745
125497,2021-08-11,97.6424
125497,2021-08-12,97.0647
125497,2021-08-13,96.0586
125497,2021-08-16,97.5441
125497,2021-08-17,98.1838
125497,2021-08-18,97.7744
125497,2021-08-19,98.3002
125497,2021-08-20,98.8396
125497,2021-08-23,96.0162
125497,2021-08-24,96.2566
125497,2021-08-25,97.3887
125497,2021-08-26,97.508
125497,2021-08-27,99.2477
125497,2021-08-30,99.0694
125497,2021-08-31,98.813
125497,2021-09-01,99.258
125497,2021-09-02,98.111
125497,2021-09-03,98.1352
125497,2021-09-06,99.3458
125497,2021-09-07,100.4949
125497,2021-09-08,101.644
125497,2021-09-09,100.4739
125497,2021-09-10,101.3943
125497,2021-09-13,99.7821
125497,2021-09-14,98.7688
125497,2021-09-15,99.0626
125497,2021-09-16,97.801
125497,2021-09-17,96.7531
125497,2021-09-20,96.0477
125497,2021-09-21,96.1795
125497,2021-09-22,95.3802
125497,2021-09-23,95.842
125497,2021-09-24,95.1857
125497,2021-09-27,96.3993
125497,2021-09-28,97.072
125497,2021-09-29,96.1283
125497,2021-09-30,94.88
125497,2021-10-01,94.1422
125497,2021-10-04,93.3765
125497,2021-10-05,94.2222
125497,2021-10-06,95.8215
125497,2021-10-07,95.4586
125497,2021-10-08,95.1582
125497,2021-10-11,95.47
125497,2021-10-12,96.0459
125497,2021-10-13,96.0345
125497,2021-10-14,94.5155
125497,2021-10-15,94.772
125497,2021-10-18,94.6526
125497,2021-10-19,93.0019
125497,2021-10-20,94.5121
125497,2021-10-21,94.5369
125497,2021-10-22,94.611
125497,2021-10-25,93.1641
125497,2021-10-26,93.2834
125497,2021-10-27,92.957
125497,2021-10-28,93.0878
125497,2021-10-29,92.7052
125497,2021-11-01,93.8164
125497,2021-11-02,95.5374
125497,2021-11-03,95.1697
125497,2021-11-04,95.6398
125497,2021-11-05,95.8326
125497,2021-11-08,97.2949
125497,2021-11-09,100.0374
125497,2021-11-10,99.484
125497,2021-11-11,100.3586
125497,2021-11-12,100.9198
125497,2021-11-15,101.4917
125497,2021-11-16,102.91
125497,2021-11-17,102.1876
125497,2021-11-18,103.8502
125497,2021-11-19,102.8582
125497,2021-11-22,102.7766
125497,2021-11-23,101.6802
125497,2021-11-24,102.758
125497,2021-11-25,102.7754
125497,2021-11-26,102.045
125497,2021-11-29,102.8914
125497,2021-11-30,102.8772
125497,2021-12-01,102.7961
125497,2021-12-02,100.7685
125497,2021-12-03,100.5603
125497,2021-12-06,102.6523
125497,2021-12-07,103.578
125497,2021-12-08,104.7323
125497,2021-12-09,106.5248
125497,2021-12-10,106.4694
125497,2021-12-13,106.2725
125497,2021-12-14,106.5146
125497,2021-12-15,106.239
125497,2021-12-16,105.6649
125497,2021-12-17,105.6337
125497,2021-12-20,104.8073
125497,2021-12-21,104.8061
125497,2021-12-22,104.6794
125497,2021-12-23,105.666
125497,2021-12-24,106.9774
125497,2021-12-27,107.7656
125497,2021-12-28,109.4125
125497,2021-12-29,108.9398
125497,2021-12-30,108.4902
125497,2021-12-31,108.438
125497,2022-01-03,109.9275
125497,2022-01-04,109.4936
125497,2022-01-05,109.838
125497,2022-01-06,111.5622
125497,2022-01-07,112.1522
125497,2022-01-10,111.7967
125497,2022-01-11,112.5687
125497,2022-01-12,112.4963
125497,2022-01-13,113.2404
125497,2022-01-14,112.4863
125497,2022-01-17,109.5759
125497,2022-01-18,109.9479
125497,2022-01-19,108.9107
125497,2022-01-20,108.6743
125497,2022-01-21,109.0479
125497,2022-01-24,108.3927
125497,2022-01-25,109.7067
125497,2022-01-26,107.8461
125497,2022-01-27,107.2632
125497,2022-01-28,107.58
125497,2022-01-31,107.754
125497,2022-02-01,106.3263
125497,2022-02-02,106.8178
125497,2022-02-03,106.7502
125497,2022-02-04,108.193
125497,2022-02-07,106.8842
125497,2022-02-08,104.378
125497,2022-02-09,105.3323
125497,2022-02-10,106.4046
125497,2022-02-11,104.3589
125497,2022-02-14,104.7905
125497,2022-02-15,105.5299
125497,2022-02-16,105.5482
125497,2022-02-17,107.8089
125497,2022-02-18,109.0753
125497,2022-02-21,108.8169
125497,2022-02-22,109.2705
125497,2022-02-23,109.6458
125497,2022-02-24,107.0761
125497,2022-02-25,106.1131
125497,2022-02-28,106.5631
125497,2022-03-01,104.5685
125497,2022-03-02,105.3488
125497,2022-03-03,104.8482
125497,2022-03-04,104.3253
125497,2022-03-07,103.5458
125497,2022-03-08,104.0537
125497,2022-03-09,103.7918
125497,2022-03-10,103.3373
125497,2022-03-11,104.2853
125497,2022-03-14,103.6953
125497,2022-03-15,103.196
125497,2022-03-16,102.6671
125497,2022-03-17,103.9016
125497,2022-03-18,105.2357
125497,2022-03-21,105.046
125497,2022-03-22,105.2443
125497,2022-03-23,104.9926
125497,2022-03-24,106.3637
125497,2022-03-25,106.2878
125497,2022-03-28,107.4739
125497,2022-03-29,106.4887
125497,2022-03-30,107.0524
125497,2022-03-31,105.9047
125497,2022-04-01,106.9635
125497,2022-04-04,107.4852
125497,2022-04-05,107.2058
125497,2022-04-06,107.9915
125497,2022-04-07,107.202
125497,2022-04-08,107.0451
125497,2022-04-11,107.0649
125497,2022-04-12,107.7442
125497,2022-04-13,108.0171
125497,2022-04-14,108.0597
125497,2022-04-15,108.5429
125497,2022-04-18,109.385
125497,2022-04-19,107.7825
125497,2022-04-20,106.9725
125497,2022-04-21,105.323
125497,2022-04-22,104.7399
125497,2022-04-25,103.8809
125497,2022-04-26,103.917
125497,2022-04-27,102.5851
125497,2022-04-28,104.1108
125497,2022-04-29,105.423
125497,2022-05-02,106.6403
125497,2022-05-03,104.3832
125497,2022-05-04,103.5133
125497,2022-05-05,104.9552
125497,2022-05-06,104.9944
125497,2022-05-09,105.0193
125497,2022-05-10,105.9271
125497,2022-05-11,105.6354
125497,2022-05-12,105.3345
125497,2022-05-13,106.2684
125497,2022-05-16,106.5471
125497,2022-05-17,105.4055
125497,2022-05-18,106.2959
125497,2022-05-19,106.6733
125497,2022-05-20,105.7319
125497,2022-05-23,106.3824
125497,2022-05-24,105.6223
125497,2022-05-25,105.4215
125497,2022-05-26,106.2317
125497,2022-05-27,106.4304
125497,2022-05-30,106.942
125497,2022-05-31,106.5856
125497,2022-06-01,106.1144
125497,2022-06-02,106.0182
125497,2022-06-03,104.9838
125497,2022-06-06,104.834
125497,2022-06-07,104.1576
125497,2022-06-08,103.1125
125497,2022-06-09,104.1705
125497,2022-06-10,103.3132
125497,2022-06-13,102.7758
125497,2022-06-14,104.2457
125497,2022-06-15,104.0071
125497,2022-06-16,103.0472
125497,2022-06-17,101.7287
125497,2022-06-20,101.0339
125497,2022-06-21,99.7948
125497,2022-06-22,101.9609
125497,2022-06-23,102.8022
125497,2022-06-24,100.8424
125497,2022-06-27,101.4246
125497,2022-06-28,101.2931
125497,2022-06-29,99.7763
125497,2022-06-30,100.7841
125497,2022-07-01,100.8032
125497,2022-07-04,100.6358
125497,2022-07-05,101.6614
125497,2022-07-06,100.5964
125497,2022-07-07,100.507
125497,2022-07-08,101.4712
125497,2022-07-11,101.4547
125497,2022-07-12,100.4567
125497,2022-07-13,100.6202
125497,2022-07-14,101.3947
125497,2022-07-15,100.5387
125497,2022-07-18,101.2682
125497,2022-07-19,100.9093
125497,2022-07-20,99.377
125497,2022-07-21,99.152
125497,2022-07-22,98.7524
125497,2022-07-25,99.2934
125497,2022-07-26,100.8278
125497,2022-07-27,101.2036
125497,2022-07-28,103.8323
125497,2022-07-29,104.7805
125497,2022-08-01,105.2243
125497,2022-08-02,106.0512
125497,2022-08-03,108.6859
125497,2022-08-04,108.3202
125497,2022-08-05,108.689
125497,2022-08-08,109.3543
125497,2022-08-09,111.4624
125497,2022-08-10,109.6579
125497,2022-08-11,109.176
125497,2022-08-12,109.0711
125497,2022-08-15,108.1344
125497,2022-08-16,107.5433
125497,2022-08-17,108.0424
125497,2022-08-18,108.7455
125497,2022-08-19,109.2628
125497,2022-08-22,109.0952
125497,2022-08-23,108.5923
125497,2022-08-24,108.3211
125497,2022-08-25,107.8601
125497,2022-08-26,107.4421
125497,2022-08-29,107.7929
125497,2022-08-30,109.605
125497,2022-08-31,107.9154
125497,2022-09-01,106.7614
125497,2022-09-02,106.7777
125497,2022-09-05,105.5287
125497,2022-09-06,105.5189
125497,2022-09-07,104.0538
125497,2022-09-08,105.4256
125497,2022-09-09,106.4084
125497,2022-09-12,107.7091
125497,2022-09-13,106.5533
125497,2022-09-14,107.391
125497,2022-09-15,108.4325
125497,2022-09-16,109.2193
125497,2022-09-19,107.3575
125497,2022-09-20,106.1644
125497,2022-09-21,106.4331
125497,2022-09-22,106.8225
125497,2022-09-23,104.6311
125497,2022-09-26,105.065
125497,2022-09-27,104.9897
125497,2022-09-28,104.3945
125497,2022-09-29,105.5753
125497,2022-09-30,105.9661
125497,2022-10-03,109.5637
125497,2022-10-04,109.9765
125497,2022-10-05,110.7067
125497,2022-10-06,109.4255
125497,2022-10-07,109.4168
125497,2022-10-10,107.75
125497,2022-10-11,107.8859
125497,2022-10-12,106.487
125497,2022-10-13,105.7138
125497,2022-10-14,106.5379
125497,2022-10-17,106.8564
125497,2022-10-18,106.7966
125497,2022-10-19,106.3756
125497,2022-10-20,106.0661
125497,2022-10-21,106.4573
125497,2022-10-24,106.8788
125497,2022-10-25,106.9855
125497,2022-10-26,109.3399
125497,2022-10-27,108.2938
125497,2022-10-28,108.174
125497,2022-10-31,108.4251
125497,2022-11-01,108.1776
125497,2022-11-02,109.6547
125497,2022-11-03,109.8803
125497,2022-11-04,110.7267
125497,2022-11-07,111.0334
125497,2022-11-08,111.2678
125497,2022-11-09,112.5796
125497,2022-11-10,112.8671
125497,2022-11-11,113.8413
125497,2022-11-14,114.7445
125497,2022-11-15,114.1426
125497,2022-11-16,112.0414
125497,2022-11-17,111.4657
125497,2022-11-18,112.6496
125497,2022-11-21,113.6972
125497,2022-11-22,111.4408
125497,2022-11-23,112.1935
125497,2022-11-24,112.099
125497,2022-11-25,113.0849
125497,2022-11-28,112.8851
125497,2022-11-29,112.886
125497,2022-11-30,111.728
125497,2022-12-01,111.7529
125497,2022-12-02,112.2511
125497,2022-12-05,113.4225
125497,2022-12-06,114.9323
125497,2022-12-07,115.1814
125497,2022-12-08,115.6409
125497,2022-12-09,114.8551
125497,2022-12-12,112.4135
125497,2022-12-13,113.0545
125497,2022-12-14,111.9287
125497,2022-12-15,113.6238
125497,2022-12-16,114.1015
125497,2022-12-19,114.8639
125497,2022-12-20,117.2364
125497,2022-12-21,117.82
125497,2022-12-22,117.6467
125497,2022-12-23,117.0206
125497,2022-12-26,119.2803
125497,2022-12-27,117.0517
125497,2022-12-28,118.6313
125497,2022-12-29,119.2565
125497,2022-12-30,120.7567
125497,2023-01-02,121.6285
125497,2023-01-03,123.7244
125497,2023-01-04,123.0091
125497,2023-01-05,122.8752
125497,2023-01-06,121.5515
125497,2023-01-09,123.7924
125497,2023-01-10,123.0796
125497,2023-01-11,121.4532
125497,2023-01-12,122.1609
125497,2023-01-13,122.5984
125497,2023-01-16,121.4971
125497,2023-01-17,121.7536
125497,2023-01-18,119.4822
125497,2023-01-19,119.4983
125497,2023-01-20,120.0022
125497,2023-01-23,120.0028
125497,2023-01-24,120.4946
125497,2023-01-25,121.299
125497,2023-01-26,120.9776
125497,2023-01-27,120.5491
125497,2023-01-30,120.6838
125497,2023-01-31,120.0733
125497,2023-02-01,120.4134
125497,2023-02-02,119.1046
125497,2023-02-03,120.1664
125497,2023-02-06,120.2217
125497,2023-02-07,122.5175
125497,2023-02-08,121.8236
125497,2023-02-09,121.31
125497,2023-02-10,122.8781
125497,2023-02-13,122.7236
125497,2023-02-14,122.4956
125497,2023-02-15,122.2588
125497,2023-02-16,122.0015
125497,2023-02-17,122.4728
125497,2023-02-20,122.5413
125497,2023-02-21,121.93
125497,2023-02-22,123.1076
125497,2023-02-23,124.3523
125497,2023-02-24,124.6757
125497,2023-02-27,125.0502
125497,2023-02-28,127.7623
125497,2023-03-01,128.9619
125497,2023-03-02,127.743
125497,2023-03-03,127.4838
125497,2023-03-06,126.5881
125497,2023-03-07,127.7002
125497,2023-03-08,128.5383
125497,2023-03-09,129.8258
125497,2023-03-10,129.7634
125497,2023-03-13,129.6507
125497,2023-03-14,130.0448
125497,2023-03-15,130.937
125497,2023-03-16,128.1703
125497,2023-03-17,127.5815
125497,2023-03-20,127.7707
125497,2023-03-21,126.0704
125497,2023-03-22,124.7527
125497,2023-03-23,125.9272
125497,2023-03-24,127.1483
125497,2023-03-27,126.1404
125497,2023-03-28,125.6365
125497,2023-03-29,122.9309
125497,2023-03-30,123.3818
125497,2023-03-31,123.8595
125497,2023-04-03,122.3751
125497,2023-04-04,123.4591
125497,2023-04-05,123.927
125497,2023-04-06,124.4459
125497,2023-04-07,123.0212
125497,2023-04-10,122.1574
125497,2023-04-11,123.1416
125497,2023-04-12,124.1708
125497,2023-04-13,123.2822
125497,2023-04-14,123.1829
125497,2023-04-17,123.7072
125497,2023-04-18,125.485
125497,2023-04-19,124.1342
125497,2023-04-20,125.0626
125497,2023-04-21,124.4207
125497,2023-04-24,121.9939
125497,2023-04-25,121.538
125497,2023-04-26,121.0506
125497,2023-04-27,120.896
125497,2023-04-28,121.7024
125497,2023-05-01,122.4316
125497,2023-05-02,122.286
125497,2023-05-03,119.8902
125497,2023-05-04,120.75
125497,2023-05-05,121.9509
125497,2023-05-08,124.1462
125497,2023-05-09,124.3803
125497,2023-05-10,126.5047
125497,2023-05-11,127.3057
125497,2023-05-12,127.0712
125497,2023-05-15,126.4918
125497,2023-05-16,129.014
125497,2023-05-17,128.1646
125497,2023-05-18,128.2429
125497,2023-05-19,128.4718
125497,2023-05-22,129.7704
125497,2023-05-23,129.6823
125497,2023-05-24,130.7164
125497,2023-05-25,131.053
125497,2023-05-26,132.0458
125497,2023-05-29,130.7002
125497,2023-05-30,130.2664
125497,2023-05-31,132.508
125497,2023-06-01,135.6554
125497,2023-06-02,134.1984
125497,2023-06-05,133.8695
125497,2023-06-06,134.5107
125497,2023-06-07,134.4998
125497,2023-06-08,133.6504
125497,2023-06-09,133.3215
125497,2023-06-12,133.6955
125497,2023-06-13,132.0145
125497,2023-06-14,132.0688
125497,2023-06-15,130.8002
125497,2023-06-16,128.8091
125497,2023-06-19,129.2046
125497,2023-06-20,129.1275
125497,2023-06-21,127.8883
125497,2023-06-22,128.8047
125497,2023-06-23,127.2145
125497,2023-06-26,127.4485
125497,2023-06-27,125.9542
125497,2023-06-28,124.6556
125497,2023-06-29,124.852
125497,2023-06-30,124.1036
125497,2023-07-03,125.5105
125497,2023-07-04,124.7952
125497,2023-07-05,123.1776
125497,2023-07-06,122.8047
125497,2023-07-07,123.454
125497,2023-07-10,123.5913
125497,2023-07-11,123.6321
125497,2023-07-12,123.923
125497,2023-07-13,126.9753
125497,2023-07-14,126.6822
125497,2023-07-17,124.4892
125497,2023-07-18,126.5313
125497,2023-07-19,126.0092
125497,2023-07-20,126.5906
125497,2023-07-21,123.9601
125497,2023-07-24,125.1554
125497,2023-07-25,125.7808
125497,2023-07-26,126.6957
125497,2023-07-27,124.3448
125497,2023-07-28,124.8767
125497,2023-07-31,125.6547
125497,2023-08-01,126.2412
125497,2023-08-02,124.904
125497,2023-08-03,124.0657
125497,2023-08-04,124.318
125497,2023-08-07,124.5371
